"Name","Comment","DriverName","Location","PortName"
"NGPG-MP12-URO-ADMIN","","HP LaserJet Pro M402-M403 PCL 6","","172.19.72.174"
"NGPG-MP12-OB-TOUCHDOWN","Installed on 12-12-2016","Xerox GPD PCL6 V3.6.433.6.0.0","Medical Park 1 Flr 2 OBGYN","172.19.72.180"
"NGPG-MP12-URO-D","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.160"
"NGPG-MP12-URO-B","XEROX","Xerox GPD PCL6 V3.6.433.6.0.0","MP1 200 URO","172.19.72.158"
"NGPG-MP12-OB-L","HP LJ 401dn - Created by DANNY R. 12/10/16","HP Universal Printing PCL 6","MP1 S200 Financial Counsel Office","172.19.72.130"
"NGPG-MP12-OB-J","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.128"
"NGPG-MP12-OB-H","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.126"
"NGPG-MP12-URO-A","XEROX","Xerox GPD PCL6 V3.6.433.6.0.0","MP1 200 URO","172.19.72.157"
"NGPG-MP12-OB-K","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.129"
"NGPG-SA-DICTATE-1","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Surgical Associates","172.25.100.153"
"NGPG-SA-A","HP M402n","HP Universal Printing PCL 6","Surgical Top Floor behind front desk","172.25.100.158"
"NGPG-SA-FRTDSK-2","Printout from Tray 2 Only","Xerox Global Print Driver PCL6","Surgical Associates","172.25.100.152"
"NGPG-SA-FRTDSK-1","Created by Andy B. - 7/24/2012","Xerox Global Print Driver PCL6","NGPG Surgical Associates","172.25.100.152"
"NGPG-RP-BC-XEROX","Created by Andy B. - 7/18/2012","Xerox Global Print Driver PCL6","RiverPlace Back of Front Desk","172.26.21.215"
"NGPG-RP-BC-NUR5","CREATED BY ZACHARY BRYSON","Xerox GPD PCL6 V3.5.404.8.0","RP BRASELTON CLINIC","172.26.20.153"
"NGPG-RP-BC-NUR4","mwdetraz  5/3/2012","HP Universal Printing PCL 6","Riverplace Braselton Clinic","172.26.21.227"
"NGPG-RP-BC-NUR7","jasewell 4/7/16","Xerox Global Print Driver PCL","NGPG River Place Second Floor","172.26.21.151"
"NGPG-RP-BC-NUR6","Added 1/5/16 by Tomel M","Xerox GPD PCL6 V3.5.404.8.0","Riverplace Braselton Clinic","172.26.20.154"
"NGPG-SA-FRTDSK-3","Printouts for Tray 3 Only - General Surgery Encounters","Xerox Global Print Driver PCL6","Surgical Associates","172.25.100.152"
"NGPG-TB-B","Thompson Bridge Front Desk Xerox","Xerox Global Print Driver PCL6","NGPG Thompson Bridge","172.19.23.157"
"NGPG-TB-A","NGPG Thompson Bridge Front Desk Printer","HP Universal Printing PCL 6","NGPG Thompson Bridge","172.19.23.153"
"NGPG-TB-C","Thompson Bridge Printer","HP Universal Printing PCL 6","Thompson Bridge ","172.19.23.159"
"NGPG-TB-BACK-XRX","mwdetraz  5/4/2012","Xerox Global Print Driver PCL6","NGPG Thompson Bridge","172.19.23.155"
"NGPG-SA-NURSE-1","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Surgical Associates","172.25.100.150"
"NGPG-SA-LOWER-C","NGPG Surgical Associates Suite C Xerox Tray 2","Xerox Global Print Driver PCL6","","172.25.100.157"
"NGPG-SA-Lower-A","","HP Universal Printing PCL 6","","172.25.100.156"
"NGPG-SA-MEDREC-2","mwdetraz  5/4/2012","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG Surgical Associates","172.25.100.160"
"NGPG-SA-MEDREC-1","mwdetraz  5/4/2012","Dell 3130cn Color Laser PS","NGPG Surgical Associates","172.25.100.151"
"NGPG-OAK-OCCMED-B","","HP Universal Printing PCL 6","","172.19.18.68"
"NGPG-OAK-OCCMED-A","NGPG OAKWOOD OCC MED","Xerox Global Print Driver PCL","NGPG-OAK-OCCMED-A","172.19.18.160"
"NGPG-OAK-OCCMED-D","9/26/16 - jasewell","HP Universal Printing PCL 6","NGPG Oakwood Occ Med D","172.19.18.155"
"NGPG-OAK-OCCMED-C","3/3/16 jasewell","Xerox Global Print Driver PCL","NGPG Oakwood OccMed","172.19.18.154"
"NGPG-OAK-LAB-B","5/13/14 - AS","Xerox Global Print Driver PCL6","NGPG Oakwood Lab","172.19.18.157"
"NGPG-NEUROPSY-B","Dr. Mullen's Office","Dell 2330dn Laser Printer","Neuropsychology","172.19.68.84"
"NGPG-NEUROPSY-A","HP M402n","HP LaserJet 400 M401 PCL 6","NGPG NEUROPSYCHOLOGY","172.19.52.101"
"NGPG-OAK-LAB","mwdetraz  5/2/2012","HP Universal Printing PCL 6","NGPG Oakwood Front Desk","172.19.18.151"
"NGPG-Neuropsy-C","printer created by Ryan Perpall 1/8/16","Xerox Phaser 3635MFP Class Driver","NGPG Neurophysiology","172.19.68.80"
"NGPG-OAK-RX","NGPG OAKWOOD MWD20120706","HP Universal Printing PCL 6","NGPG OAKWOOD","172.19.18.158"
"NGPG-RP-BC-NUR1","mwdetraz  5/3/2012","HP Universal Printing PCL 6","Riverplace Braselton Clinic","172.26.21.212"
"NGPG-RP-BC-NEURO","JRE 6/27/13","HP LaserJet 400 M401 PCL 6","River Place Neurology","172.26.21.219"
"NGPG-RP-BC-NUR3","mwdetraz  5/3/2012","HP Universal Printing PCL 6","Riverplace Braselton Clinic","172.26.21.214"
"NGPG-RP-BC-NUR2","","HP Universal Printing PCL 6","","172.26.21.213"
"NGPG-RP-BC-MGR","mwdetraz  5/4/2012","HP Universal Printing PCL 6","Riverplace Braselton Clinic","172.26.21.216"
"NGPG-OAK-XEROX","mwdetraz  5/2/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Oakwood","172.19.18.166"
"NGPG-OAK-UNIV-A","1/18/16 jasewell","HP Universal Printing PCL 6","NGPG Oakwood University","172.19.18.156"
"NGPG-RP-BC-LAB","Created by Andy B. - 7/18/2012","HP Universal Printing PCL 6","RiverPlace Braselton Clinic Lab","172.26.21.236"
"NGPG-RP-BC-FD1","Created by Andy B. - 7/18/2012","Dell 5330dn Mono Laser Printer","RiverPlace Front Desk","172.26.21.210"
"NGPG-JJM13-ADM-D","CREATED BY BOBBY WOODY 6-27-12","HP Universal Printing PCL 6","NGPG MP1-3 FRONT DESK AREA","172.19.52.169"
"NGPG-JJM13-ADM-B","mwdetraz 5/2/2012","HP Universal Printing PCL 6","MP1 3rd Floor Front Desk Area","172.19.52.167"
"NGPG-JJM13-LAB-A","mwdetraz  5/2/2012","Dell 5330dn Mono Laser Printer","MP1 3rd Floor Lab","172.19.52.171"
"NGPG-JJM13-ADM-F","mwdetraz  5/2/2012","HP Universal Printing PCL 6","MP1 3rd Floor Front Desk Area","172.19.52.182"
"NGPG-JJM13-ADM-A","mwdetraz 5/2/2012","HP Universal Printing PCL 6","MP1 3rd Floor Front Desk","172.19.52.166"
"NGPG-JJM11-J","mwdetraz  5/2/2012","Xerox Global Print Driver PCL6","MP1 Suite 110 Front Desk","172.19.54.159"
"NGPG-JJM11-I","mwdetraz  5/3/2012","HP Universal Printing PCL 6","MP1 Suite 110","172.19.54.158"
"NGPG-JJM11-L","","Xerox Global Print Driver PCL6","MP1 1st Floor","172.19.54.163"
"NGPG-JJM11-K","mwdetraz  5/2/2012","Xerox Global Print Driver PCL6","MP1 Suite 110 Nurse Station","172.19.54.160"
"OAKCP-QD3-D","CREATED BY BOBBY WOODY 2/26/15","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA QD3 NGPG CODING","172.24.210.153"
"NGPG-JJM13-NEU-I","mwdetraz  5/2/2012","Dell 5330dn Mono Laser Printer","MP1 3rd Floor Neurology","172.19.52.164"
"NGPG-JJM13-NEU-H","mwdetraz  5/2/2012","Xerox Global Print Driver PCL6","MP1 3rd Floor Neurology","172.19.52.163"
"NGPG-JJM13-NEU-K","MP1 3rd Floor - Dr Slack's Office  mwdetraz 12/6/2012","HP Universal Printing PCL 6","MP1 3rd Floor - Dr Slack's Office","172.19.52.188"
"NGPG-JJM13-NEU-J","mwdetraz  5/2/2012","Lexmark Universal v2","MP1 3rd Floor Neurology","172.19.52.185"
"NGPG-JJM13-NEU-G","tmorrison 11-19-14","HP LaserJet 400 M401 PCL 6","MP1 3rd Floor Neurology","172.19.52.162"
"NGPG-JJM13-NEU-A","CREATED BY BOBBY WOODY 6-26-12","Xerox GPD PCL6 V3.6.433.6.0.0","NGPG NEUROSURGERY MP1-3","172.19.52.156"
"NGPG-JJM13-MGR-A","mwdetraz  5/2/2012","HP LaserJet 200 color M251 PCL 6","NGPG MP1 3rd Floor Manager Office","172.19.52.191"
"NGPG-JJM13-NEU-D","mwdetraz  5/2/2012","Lexmark Universal v2","MP1 3rd Floor Neurology","172.19.52.159"
"NGPG-JJM13-NEU-B","mwdetraz  5/2/2012","Lexmark Universal v2","MP1 3rd Floor Neurology","172.19.52.157"
"NGPG-HCHD-XEROX","mwdetraz  5/3/2012","Xerox GPD PCL6 V3.9.520.6.0","NGPG Hall Co Health Dept","172.19.21.160"
"NGPG-HCHD-NP1","mwdetraz  5/3/2012","Lexmark Universal v2","NGPG Hall Co Health Dept","172.19.21.157"
"NGPG-HMILL-C","mwdetraz  5/3/20122","HP Universal Printing PCL 6","NGPG Hamilton Mill Lab","10.74.32.152"
"NGPG-HEROB-BRAS-A","NGPG Heritage OB Braselton    mwdetraz 3/21/2013","HP Universal Printing PCL 6","NGPG Heritage OB Braselton","172.26.43.87"
"NGPG-HCHD-MGR-OFF","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Hall Co Health Dept","172.19.21.153"
"NGPG-HCHD-LAB","mwdetraz  5/3/2012","HP Universal Printing PCL 6","NGPG Hall Co Health Dept","172.19.21.155"
"NGPG-HCHD-L","Hall County Health Dept","Xerox GPD PCL6 V3.9.520.6.0","Hall County Health Dept","172.19.21.162"
"NGPG-HCHD-LAB2","","HP Universal Printing PCL 6","LAB HCHD","172.19.21.62"
"NGPG-JJM11-A","","HP Universal Printing PCL 6","XRAY ROOM","172.19.54.150"
"NGPG-HMILL-D","Hamilton Mill","HP Universal Printing PCL 6","Hamilton Mill","10.74.32.153"
"NGPG-JJM11-E","mwdetraz  5/4/2012","HP Universal Printing PCL 6","MP1 Suite 110","172.19.54.154"
"NGPG-JJM11-B","mwdetraz  5/4/2012","HP Universal Printing PCL 6","MP1 Suite 110","172.19.54.151"
"NGPG-JJM11-H","mwdetraz  5/3/2012","HP Universal Printing PCL 6","MP1 Suite 110","172.19.54.157"
"NGPG-JJM11-G","mwdetraz  5/3/2012","HP Universal Printing PCL 6","MP1 Suite 110 Registration","172.19.54.156"
"NGPG-JEFF-NUR-1","","HP Universal Printing PCL 6","NGPG Jefferson Nurse Station","172.17.82.50"
"NGPG-HMILL-F","4/26/16 - jasewell","HP Universal Printing PCL 6","NGPG Hamilton Mill","10.74.32.157"
"NGPG-HMILL-E","Hamilton Mill","Xerox Global Print Driver PCL6","Hamilton Mill","10.74.32.154"
"NGPG-JEFF-FRTDSK-1","","HP Universal Printing PCL 6","NGPG Jefferson Front Desk","172.17.82.51"
"NGPG-JEFF-FRTDESK-2","","Xerox Global Print Driver PCL6","NGPG Jefferson Front Desk","172.17.82.53"
"NGPG-LWD-B","Created by Jess Kendrick 11/21/2014","HP LaserJet 400 M401 PCL 6","NGPG Laurelwood","172.25.96.153"
"NGPG-LWD-A","Created by Jess Kendrick 11/21/2014","HP LaserJet 400 M401 PCL 6","NGPG Laurelwood","172.25.96.152"
"NGPG-LWD-D","Created by Jess Kendrick 11/21/2014","HP LaserJet 400 M401 PCL 6","NGPG Laurelwood","172.25.96.155"
"NGPG-LWD-C","Created by Jess Kendrick 11/21/2014","HP LaserJet 400 M401 PCL 6","NGPG Laurelwood ","172.25.96.154"
"NGPG-LAKE-DAW-E","Color Printer","HP Universal Printing PCL 6","","172.17.74.155"
"NGPG-LAKE-DAW-C","","HP Universal Printing PCL 6","","172.17.74.153"
"NGPG-LAKE-DAW-B","","HP Universal Printing PCL 6","","172.17.74.152"
"NGPG-LAKE-DAW-D","","Xerox GPD PCL6 V3.9.520.6.0","","172.17.74.154"
"NGPG-UC-RP-MGR","Urgent Care Riverplace  mwdetraz 7/20/2012","Lexmark Universal v2","Urgent Care Riverplace","172.26.11.215"
"NGPG-LWD-E","Created by Jess Kendrick 11/21/2014","HP LaserJet 400 M401 PCL 6","NGPG Laurelwood","172.25.96.156"
"NGPG-MP12-OB-Ex-E","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.104"
"Sher-Rehab-Color","","HP LaserJet 200 color M251 PCL 6","Sherwood Rehab","172.19.2.178"
"NGPG-MP12-OB-Ex-G","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.106"
"NGPG-MP12-OB-Ex-F","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.105"
"NGPG-MP12-OB-Ex-C","HP","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.102"
"NGPG-LWD-MGR","CREATED BY BOBBY WOODY 4-11-12","HP LaserJet 400 M401 PCL 6","LAURELWOOD NGPG MGR OFFICE","172.25.96.151"
"NGPG-LWD-F","Printer created by Jess Kendrick 12/11/14","HP LaserJet 400 M401 PCL 6","NGPG LW Physician's office","172.25.96.157"
"NGPG-MP12-OB-Ex-A","HP PRINTER","HP Universal Printing PCL 6","MP1 200 OB","172.19.72.100"
"NGPG-MP12-Lab-B","","HP Universal Printing PCL 6","MP1 200 LAB","172.19.72.182"
"NGPG-JJM13-NSG-G","Added by Jesse Sorrow 08/26/2014","HP Universal Printing PCL 6","Brooke Heath's Office","172.19.52.198"
"NGPG-JJM13-NSG-F","","HP Universal Printing PCL 6","Medical Park 1 3rd Floor Neuro Surg","172.19.52.155"
"NGPG-JJM13-ORTHO-B","Dr. Hazel's Office","HP LaserJet 400 M401 PCL 6","MP1-3 Ortho","172.19.52.201"
"NGPG-JJM13-ORTHO-A","Nurses Desk","HP LaserJet 400 M401 PCL 6","MP1-3 Ortho & Sports Med","172.19.52.199"
"NGPG-JJM13-NSG-E","mwdetraz  5/4/2012","Lexmark Universal v2","MP1 3rd Floor Neurosurgery","172.19.52.154"
"NGPG-JJM13-NSG-A","mwdetraz  5/2/2012","Lexmark Universal v2","MP1 3rd Floor Neurosurgery","172.19.52.150"
"NGPG-JJM13-NEU-L","HP M401n","HP LaserJet 400 M401 PCL 6","MP1-3","172.19.52.189"
"NGPG-JJM13-NSG-D","mwdetraz  5/2/2012","Xerox Global Print Driver PCL6","MP1 3rd Floor Neurosurgery","172.19.52.153"
"NGPG-JJM13-NSG-C","mwdetraz   5/2/2012","Dell 5330dn Mono Laser Printer","MP1 3rd Floor Neurosurgery","172.19.52.152"
"NGPG-JJM13-ORTHO-C","Dr. Smith's Office - M401n","HP LaserJet 400 M401 PCL 6","MP1-3 Ortho","172.19.52.202"
"NGPG-LAKE-DAL-D","","Xerox GPD PCL6 V3.6.433.6.0.0","","172.17.75.154"
"NGPG-LAKE-DAL-B","NGPG Lakeside OB Dahlonega           mwdetraz 4/30/2013","HP LaserJet 400 M401 PCL 6","NGPG Lakeside OB Dahlonega","172.17.75.152"
"NGPG-LAKE-DAW-A","","HP Universal Printing PCL 6","","172.17.74.151"
"NGPG-LAKE-DAL-E","DAL OB Color Printer ","HP Universal Printing PCL 6","","172.17.75.155"
"NGPG-JJM13-TRAUMA-A","CREATED BY BOBBY WOODY 3/5/15","HP LaserJet 400 M401 PCL 6","MP1-3 ","172.19.52.184"
"NGPG-JJM13-ORTHO-E","","HP Universal Printing PCL 6","MP1 300 Dr. Office","172.19.53.85"
"NGPG-JJM13-ORTHO-D","At nurses station","Xerox GPD PCL6 V3.9.520.6.0","MP1 300 SPORT MED & ORTHO","172.19.53.236"
"NGPG-JJM13-PRECERT-B","Added by Jesse Sorrow 8/26/2014","HP Universal Printing PCL 6","Maria Bautista pre-certification's office","172.19.52.197"
"NGPG-JJM13-PAIN-A","Created on 6/27/16 per INC0123303 by Josh E","Xerox Global Print Driver PCL6","NGPG MP1-300 Pain Mgmt","172.19.52.181"
"NGPG-TB-D","","HP Universal Printing PCL 6","NGPG Thompson Bridge","172.19.23.160"
"RP-REHAB-OT-ROOM","CREATED BY BOBBY WOODY 4-23-12","Lexmark Universal v2","RIVERPLACE REHAB OT ROOM","172.26.21.223"
"RP-REHAB-FRT-DESK-XEROX-P719","CREATED BY BOBBY WOODY 4-23-12","Xerox GPD PCL6 V3.9.520.6.0","RIVERPLACE REHAB FRONT DESK","172.26.21.225"
"RX-BUYER","CREATED BY ZACHARY BRYSON 06/16/15","Xerox Global Print Driver PCL6","Main Pharmacy Buyer's Office","172.25.0.153"
"RP-WIR-P73E","CREATED BY BOBBY WOODY 4-23-12","Xerox Global Print Driver PCL6","RIVERPLACE IMAGING REGISTRATION","172.26.11.222"
"RP-REHAB-CHART-ROOM","CREATED BY BOBBY WOODY 4-23-12","Xerox GPD PCL6 V3.9.520.6.0","RIVERPLACE REHAB CHART ROOM","172.26.21.224"
"RP-LAB-FRTDESK1","Created by Stacy Wilbon","Lexmark Universal v2","River Place Health Link LAB","172.26.11.216"
"REHAB-CLV-P7EC","CREATED BY BOBBY WOODY 3-7-12","Xerox GPD PCL6 V3.6.433.6.0.0","CLEVELAND REHAB","172.18.3.18"
"RP-ONC-XEROX","Braselton River Place Suite 150 - Oncology Front Desk Xerox - 6/24/14 AS","Xerox Global Print Driver PCL6","River Place Suite 150","172.26.10.150"
"RP-LAB-XEROX","Created 7/16/18","Xerox Global Print Driver PCL6","Health Link Lab Front Desk","172.26.11.218"
"RX-P874","Ground Floor Rx","Xerox Global Print Driver PCL","Pharmacy Ground Floor Main Xerox","172.20.4.153"
"SHER-REHAB-A","","HP Universal Printing PCL 6","Sherwood","172.19.2.159"
"SHER-CARDIAC-REG","Created by Dave","Xerox GPD PCL6 V3.9.520.6.0","Sherwood Cardiac Rehab Registration","172.19.2.88"
"SHER-REHAB-KIDWORKS","XEROX 3655X","Xerox GPD PCL6 V3.9.520.6.0","KIDWORKS SHERWOOD","172.19.2.158"
"SHER-REHAB-B","Xerox 4265 setup 11/22/16 per INC0185300","Xerox GPD PCL6 V3.6.433.6.0.0","Sherwood Rehab","172.19.2.170"
"SGC-NICU-P928","","Xerox GPD PCL6 V3.9.520.6.0","NICU Nursery - W&C G","172.25.12.186"
"SA-CBO-CODING-2","","HP LaserJet 400 M401 PCL 6","Basement Surgiacl Associates","172.25.100.103"
"SA-CBO-CODING-1","","HP LaserJet 400 M401 PCL 6","Basement Surgical Associates","172.25.100.102"
"SGC-ICN-NS2-P832","Created by Stacy Wilbon","Xerox GPD PCL6 V3.9.520.6.0","Intermediate Nursery Area Desk2","172.25.12.188"
"SercureCapture","","HP Universal Printing PS","","SECURECAPTURE"
"OP4-Cath3","","HP Universal Printing PCL 6","Control Room 3","172.20.28.143"
"OP-REG-XEROX-P926","fmp","Xerox GPD PCL6 V3.5.404.8.0","OP Ground Registration","172.20.20.177"
"PATACCT-P847-XEROX","Created by Patrick G.","Xerox AltaLink C8055 PCL6","PASC AREA - 1405","172.20.70.151"
"Paragon-Virtual-Printer","This is a print-to-file printer for use with Paragon to function as a printer for posting to records without actually printing.","HP Universal Printing PCL 6","None","FILE:"
"ONC-RES-GAIN-B","ONC-RES-GAIN-B","Xerox Global Print Driver PCL6","1285 SIMS ST - XEROX","172.19.68.153"
"OAKCP-QD4-C","Corp Plaza - Purchasing","Xerox GPD PCL6 V3.9.520.6.0","","172.24.212.158"
"OAKCP-QD4-B","","Xerox GPD PCL6 V3.6.433.6.0.0","","172.24.212.155"
"ONC-RES-GAIN-A","ONCOLOGY RESEARCH","HP Universal Printing PCL 6","1285 SIMS ST","172.19.68.152"
"OAKCP-TT-EF100","","Xerox Global Print Driver PCL6","","172.24.213.71"
"PATACCT-P847-XEROX-SECUREPRT","USE THIS PRINTER FOR SECURE PRINTING ONLY - Created by Andy B. 7/27/2012","Xerox Global Print Driver PCL6","1405 Finance","172.20.70.151"
"PROJECT-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox AltaLink C8055 PCL6","CONSTRUCTION BLDG","172.20.20.154"
"PR-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox Global Print Driver PCL6","WISTERIA BLDG 1ST FLOOR PUBLIC RELATIONS","172.30.60.185"
"REHAB-BUF-XEROX","Setup by Dave","Xerox GPD PCL6 V3.9.520.6.0","Friendship Rehab","172.19.16.115_1"
"REHAB-BUF-P7D2","CREATED BY BOBBY WOODY 3-8-12","Xerox GPD PCL6 V3.9.520.6.0","BUFORD REHAB","172.19.16.115"
"PR-COLOR","CREATED BY BOBBY WOODY 4-11-12","HP Universal Printing PCL 6","WISTERIA BLDG 1ST FLOOR PUBLIC RELATIONS","172.30.60.186"
"PLANT-OPS-SWITCHROOM"," SGD","HP Universal Printing PCL 6","Telecom Switch Room","IP_172.25.0.55"
"PI-XEROX","CREATED BY BOBBY WOODY 4-11-12","Xerox WorkCentre 7855 PCL6","SGD PERFORMANCE IMPROVEMENT","172.20.5.155"
"PO-XEROX-5945","Created by Dave","Xerox Global Print Driver PCL6","Plant Operations","172.25.6.155"
"PO-XEROX","CREATED BY BOBBY WOODY 4-23-12","Xerox WorkCentre 7855 PCL6","PLANT OPS OFFICE","172.25.6.150"
"THCLV-LAB-A","CREATED BY BOBBY WOODY 7/30/14","HP Universal Printing PCL 6","THC LAVONIA LAB PRINTER","172.17.6.151"
"THCLV-FRTDSK-A","CREATED BY BOBBY WOODY 7/30/14","Xerox Global Print Driver PCL6","THC LAVONIA FRONT DESK PRINTER","172.17.6.150"
"THCWN-A","jasewell 9/28/16","Xerox GPD PCL6 V3.9.520.6.0","THC Winder","10.71.192.150"
"THCLV-NURSE-A","","Xerox Global Print Driver PCL6","THC LAVONIA","172.17.6.152"
"THCHM-A","jasewell 1/15/15","Xerox Global Print Driver PCL6","THC Hamilton Mill","10.74.32.155"
"THCDN-FRTDSK-A","CREATED BY BOBBY WOODY 7/30/14","Xerox Global Print Driver PCL6","THC DAHLONEGA FRONT DESK PRINTER","172.17.4.150"
"THCDC-FRTDSK-A","CREATED BY BOBBY WOODY 7/30/14","Xerox GPD PCL6 V3.5.404.8.0","THC DIAGNOSTIC CLINIC","172.17.8.150"
"THCHA-OFFICE-A","","Xerox GPD PCL6 V3.9.520.6.0","","172.19.90.175"
"THCHA-FRTDSK-A","HP LJ M402 -- Created 1/16/17 -- DANNY R","HP LaserJet Pro M402-M403 PCL 6","THC Habersham Front Desk","172.19.90.150"
"THCWN-C","jasewell  10/14/16","HP Universal Printing PCL 6","THC Winder","10.71.192.152"
"XeroxTest","","Xerox GPD PCL6 V3.9.520.6.0","","172.30.60.160"
"WEL_CR_P85E","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 6","SHERWOOD REHAB","172.19.2.161"
"207UROHP005","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.144"
"207UROHP004","HP","HP Universal Printing PCL 6","MP1 200 URO","172.19.72.143"
"WANS-MFP-A"," WANS Shop","Xerox GPD PCL6 V3.9.520.6.0","WANS Shop","172.25.4.150"
"TOC-CANCER-HP","BAC","HP LaserJet 400 M401 PCL 6","","172.19.12.155"
"TimeShare-FD","","Xerox GPD PCL6 V3.6.433.6.0.0","","172.26.11.93"
"TRAUMA-OPERATIONS-A","Created by Zachary Bryson. Requested by Guy Karam and Lisa Farmer. SDE #537843.","Xerox Global Print Driver PCL6","Wisteria Ste. 150","172.25.106.151"
"TOC-ONC-CHEMO","CREATED BY BOBBY WOODY 7/11/14","Xerox Global Print Driver PCL6","TOCCOA CANCER CENTER","172.19.12.154"
"SWOPR-REH-B","","Xerox GPD PCL6 V3.9.520.6.0","","172.19.2.181_2"
"SWOPR-REH-A-P8AA","CREATED BY BOBBY WOODY 3-8-12","Dell Color Laser 1320c","SHERWOOD REHAB","172.19.2.150"
"TCC-FRTDSK-A","CREATED BY BOBBY WOODY 6/17/14","Xerox Global Print Driver PCL6","TCC FRONT DESK PRINTER","172.19.12.157"
"TCC-DR-OFF","","Lexmark Universal v2","","172.19.12.151"
"THCWN-B","jasewell 9/28/16","HP Universal Printing PCL 6","THC Winder","10.71.192.151"
"SPD-EQUIP-P7AE","Created by Stacy Wilbon: SPD ","HP LaserJet 400 M401 PCL 6","SPD Ground Floor East (Hill ROM Company)","172.20.4.162"
"SHER-REHAB-XEROX","CREATED BY BOBBY WOODY 3-8-12","Xerox GPD PCL6 V3.9.520.6.0","SHERWOOD INDUTRIAL REHAB","172.19.2.167"
"SPD_DISTRIBUTION","CREATED BY BOBBY WOODY 4-11-12","Lexmark Universal v2","OCIE POPE PURCHASING","172.23.102.152"
"SPD-P838","Created by P.G. - 7/17/2012","Xerox GPD PCL6 V3.9.520.6.0","SPD - StoreRoom - SGE","172.25.4.160"
"TELECOM-XEROX","","Xerox Global Print Driver PCL6","Ground Central Telecom Office","10.88.248.113"
"THCCL-FRTDSK-B","CREATED BY ZACHARY BRYSON 12/10/15","Xerox GPD PCL6 V3.6.433.6.0.0","THC Clayton","10.64.8.152"
"THCCL-FRTDSK-A","CREATED BY BOBBY WOODY 7/30/14","HP Universal Printing PCL 6","THC CLAYTON FRONT DESK PRINTER","10.64.8.150"
"THCCU-FRTDSK-B","CREATED BY BOBBY WOODY 7/15/14","HP Universal Printing PCL 6","THC CUMMING LAB AREA","172.17.89.152"
"THCCU-FRTDSK-A","CREATED BY BOBBY WOODY 7/8/14","Xerox Global Print Driver PCL6","THC CUMMING FRONT DESK PRINTER","172.17.89.151"
"THCBU-FRTDSK-A","jasewell 8/28/15","HP Universal Printing PCL 6","THC Buford Front Desk","172.19.22.150"
"THC-CMG-A","Created by Jess Kendrick 02-01-2016","HP LaserJet 400 M401 PCL 6","THC Cumming","172.17.89.153"
"THC Claims","","HP LaserJet Pro M402-M403 PCL 6","","172.24.208.171"
"THC-CMG-C","","HP Universal Printing PCL 6","THC Cumming Stress Office","172.17.89.154"
"THC-CMG-B","Scheduling/Registration","Xerox Global Print Driver PCL6","THC Cumming","172.17.89.202"
"NGPG-UC-RP-TRIAGE1","1/30/15 jasewell","Lexmark Universal v2","UC River Place Triage 1","172.26.11.212"
"NGPG-UC-RP-NURSESTN","Re-created by Dave 9-7-2013","HP LaserJet 400 M401 PCL 6","Urgent Care Riverplace","172.26.11.214"
"NGPG-UC-RP-XRAY","Created by Andy B. - 7/20/2012","HP Universal Printing PCL 6","RiverPlace Urgent Care Xray Rm","172.26.10.151"
"NGPG-UC-RP-TRIAGE2","Urgent Care Riverplace   mwdetraz 7/20/2012","Lexmark Universal v2","Urgent Care Riverplace","172.26.11.213"
"NGPG-UC-RP-CHKOUT","Created by Andy B. - 7/18/2012","HP LaserJet 400 M401 PCL 6","RiverPlace Urgent Care Check Out","172.26.11.210"
"NGPG-UC-GAIN-OCHLTH-NUR","UC Gainesville - Created by Andy B. - 7/17/2012","HP Universal Printing PCL 6","UC Gainesville Occ Health Nurse Station","172.19.2.166"
"NGPG-UC-GAIN-OCHLTH-MGR","Gainesville Occ Health mwdetraz 7/20/2012","HP Universal Printing PCL 6","Gainesville Occ Health","172.19.2.162"
"NGPG-UC-GAIN-TRIAGE-2","mwdetraz  5/3/2012","HP Universal Printing PCL 6","Gainesville Urgent Care","172.19.2.172"
"NGPG-UC-GAIN-TRIAGE-1","mwdetraz  5/3/2012","HP Universal Printing PCL 6","Gainesville Urgent Care","172.19.2.171"
"NGPG-VA-FRTDESK-1","mwdetraz  5/4/2012","Xerox Global Print Driver PCL6","NGPG Vascular Associates","172.25.102.156"
"NGPG-WAUKA-EMR1","mwdetraz  5/4/2012","HP Universal Printing PCL 6","NGPG Wauka Mountain","172.19.17.155"
