"Name","Comment","DriverName","Location","PortName","Subnet","SubLocation"
"112WNDHP500","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.152.223","10.71.152.0","Data Vlan VID-500"
"210ROMHP001","JASEWELL","HP Universal Printing PCL 5","REHAB BRASELTON","172.26.21.185","172.26.20.0","RP MOB 2nd Floor Data Range"
"112TRNHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.192.100","10.71.192.0","Data Vlan VID-500"
"112RSPKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.145.185","10.71.144.0","Data Vlan VID-500"
"112RSPHP500","BARROW","HP Universal Printing PCL 5","RESPIRTORY BCA","10.71.144.109","10.71.144.0","Data Vlan VID-500"
"112REGKM003","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.153.232","10.71.152.0","Data Vlan VID-500"
"112REGKM002","","Xerox GPD PCL6 V3.9.520.6.0","Barrow","10.71.153.231","10.71.152.0","Data Vlan VID-500"
"112REGKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.153.218","10.71.152.0","Data Vlan VID-500"
"112REGHP501","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.152.146","10.71.152.0","Data Vlan VID-500"
"112REGHP500","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.152.144","10.71.152.0","Data Vlan VID-500"
"251PEDHP015","Toccoa Foot Hills PEDI","HP Universal Printing PCL 5","Toccoa Foot Hills PEDI","10.71.17.28","10.71.16.0","Data Vlan VID-500"
"112RCVHP500","Recovery Winder-Barrow","HP Universal Printing PCL 5","Recovery Winder-Barrow","10.71.152.150","10.71.152.0","Data Vlan VID-500"
"MCOP4-CTH-READRM1","Created by Andy B. (HP LaserJet 4000 Series)","HP Universal Printing PCL 5","Cardiology Reading Room 1","172.20.28.144","172.20.28.0","OPT 4th Floor"
"234NGPHP006","JASEWELL","HP Universal Printing PCL 5","NGPG DAHLONEGA","172.17.55.188","172.17.55.0","Dahlonega PCN"
"207NGPHP033","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.236","172.19.52.0","OIC 3rd Floor Data"
"204INTHP003","CCLANGMA - 1/9/2019","HP Universal Printing PCL 5","1285 Sims Street NGPG Internal Medicine","10.79.168.103","10.79.168.0","Data Vlan VID-500"
"112RCVHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 6 (v5.4)","","10.71.233.48","10.71.233.0","Philips Network - Telemetry Devices"
"250FAMLX504","Lexmark MS610dn    172.18.20.2","Lexmark Universal v2","Toccoa FP Nurse Station","10.71.96.178","10.71.96.0","Data Vlan VID-500"
"247INFHP006","CCLANGMA - 10/5/2018","HP Universal Printing PCL 5","Infectious Disease Provider Office","172.25.107.51","172.25.107.0","NGPG-TRAUMA-Sherwood-Data"
"112RBLKM001","Created by GRLEWIS - PowerShell","Xerox AltaLink C8055 PCL6","","10.71.185.201","10.71.184.0","Data Vlan VID-500"
"112PLOHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.137.219","10.71.136.0","Data Vlan VID-500"
"HP Universal Printing PCL 5 (Copy 7)","","HP Universal Printing PCL 5","","10.71.97.4","10.71.96.0","Data Vlan VID-500"
"112PHYHP001","Winder Barrow Dr. Lounge","Xerox GPD PCL6 V3.9.520.6.0","Winder Barrow Dr. Lounge","10.71.152.208","10.71.152.0","Data Vlan VID-500"
"210NGPHP509","Medical Plaza
NGPG Braselton
Braselton Suite 200
2nd floor","HP Universal Printing PCL 5","Medical Plaza","172.26.21.212","172.26.20.0","RP MOB 2nd Floor Data Range"
"112MAMKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.177.246","10.71.176.0","Data Vlan VID-500"
"112LABKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.137.214","10.71.136.0","Data Vlan VID-500"
"112LABHP501","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.136.150","10.71.136.0","Data Vlan VID-500"
"112LABHP500","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.136.29","10.71.136.0","Data Vlan VID-500"
"112ITSXR001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.184.200","10.71.184.0","Data Vlan VID-500"
"112IMCKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.153.220","10.71.152.0","Data Vlan VID-500"
"112IMCHP004","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.160.35","10.71.160.0","Data Vlan VID-500"
"112IMCHP003","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.156.244","10.71.156.0","Medical Vlan VID-520"
"112ICPKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.145.187","10.71.144.0","Data Vlan VID-500"
"112ICPHP501","","HP Universal Printing PCL 5","BARROW ICU PRINTER","10.71.144.195","10.71.144.0","Data Vlan VID-500"
"255PEDHP001","10.64.64.24","HP Universal Printing PCL 5","Demorest Pedi","10.64.64.24","10.64.64.0","Data Vlan VID-500"
"112ICPHP500","","HP Universal Printing PCL 5","BARROW ICU","10.71.144.192","10.71.144.0","Data Vlan VID-500"
"112ICMKN002","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.136.247","10.71.136.0","Data Vlan VID-500"
"112ICMKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.145.184","10.71.144.0","Data Vlan VID-500"
"221OCCHP004","jasewell
","HP Universal Printing PCL 5","NGPG Oakwood OccMed","172.19.18.198","172.19.18.0","Oakwood PCN"
"112ICMHP503","","HP Universal Printing PCL 5","Barrow Nurse Supervisor  Med Surg","10.71.145.21","10.71.144.0","Data Vlan VID-500"
"MCWB4-THC-ACCT-A","CREATED BY BOBBY WOODY 7/8/14","HP Universal Printing PCL 5","WISTERIA-4 ACCT AREA","172.30.60.169","172.30.60.0","Heart Center - Outpatient - 2nd Floor - Datat"
"MCOP4-CTH-INVMGR-P716","Created by Andy B. 4/30/12","HP Universal Printing PCL 5","Cardiology Inventory Manager","172.20.28.161","172.20.28.0","OPT 4th Floor"
"245IMCHP001","","HP Universal Printing PCL 5","BUFORD IMAGING CENTER","172.19.32.152","172.19.32.0","Buford Imaging Data"
"112ICMHP502","ICM","HP Universal Printing PCL 5","WINDER-BARROW","10.71.144.52","10.71.144.0","Data Vlan VID-500"
"112ICMHP501","BCA PRINTER","HP Universal Printing PCL 5","BARROW PT DEPT ","10.71.145.20","10.71.144.0","Data Vlan VID-500"
"112ICMHP500","","HP Universal Printing PCL 5","BARROW MED SURG","10.71.144.198","10.71.144.0","Data Vlan VID-500"
"112ICMHP002","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.144.50","10.71.144.0","Data Vlan VID-500"
"NGPG-OAK-RX","NGPG OAKWOOD MWD20120706","HP Universal Printing PCL 5","NGPG OAKWOOD","172.19.18.158","172.19.18.0","Oakwood PCN"
"112HRDKM001","Created by GRLEWIS - PowerShell","Xerox AltaLink C8055 PCL6","","10.71.185.200","10.71.184.0","Data Vlan VID-500"
"NGPG-MP12-OB-E","Med Park 1 2nd floor OBGYN","HP Universal Printing PCL 5","Med Park 1 2nd floor OBGYN","172.19.72.123","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"MCOP1-CRP-S","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.20.22.153","172.20.22.0","OPT 1st Floor"
"112HRDHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.176.87","10.71.176.0","Data Vlan VID-500"
"112GANKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.176.39","10.71.176.0","Data Vlan VID-500"
"NGPG-HEROB-BRAS-A","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.26.43.87","172.26.42.0","MOB - M3010"
"112FINHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.152.96","10.71.152.0","Data Vlan VID-500"
"112IMCHP500","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.153.235","10.71.152.0","Data Vlan VID-500"
"112FANXR001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.137.221","10.71.136.0","Data Vlan VID-500"
"NGPG-UC-RP-TRIAGE1","1/30/15 jasewell","Lexmark Universal v2","UC River Place Triage 1","172.26.11.212","172.26.10.0","RP MOB 1st Floor Data Range"
"243THCHP013","10.64.72.1","HP LJ300-400 color M351-M451 PCL 6","Blairsville THC","10.64.72.1_1","10.64.72.0","Data Vlan VID-500"
"233THCHP500","THCCU-FRTDSK-B","HP Universal Printing PCL 5","THC Cumming","172.17.89.152","172.17.89.0","THC - Cumming Data Network"
"112FANKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.137.216","10.71.136.0","Data Vlan VID-500"
"112EVSHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.137.220","10.71.136.0","Data Vlan VID-500"
"216NGPHP005","","HP Universal Printing PCL 5","","172.19.34.205","172.19.34.0","Cleveland NGPG Data"
"214CTSHP002","jasewell 2/14/17","HP Universal Printing PCL 5","NGPG Cardiovascular Wisteria 380","172.30.70.155","172.30.70.0","MOB Suite 360 23 bit networks"
"207NGPHP014","Created by JASEWELL, 3/31/17","HP Universal Printing PCL 5","NGPG MP1 SUITE 300","172.19.52.217","172.19.52.0","OIC 3rd Floor Data"
"112EMSKM001","","Xerox GPD PCL6 V3.9.520.6.0","Barrow ","10.71.160.150","10.71.160.0","Data Vlan VID-500"
"MCSGF-TLC-P8C5","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.4.154","172.25.4.0","SPT Data WANS-IDF"
"LPLM1-HSP-N","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.19.132.96","172.19.132.0","Hospice - Data"
"BR-RAD-ONC-D","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.10.108","172.26.10.0","RP MOB 1st Floor Data Range"
"112EMSHP503","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.152.222","10.71.152.0","Data Vlan VID-500"
"218NGPHP010","Exam 10 -- M. Somampong","HP Universal Printing PCL 5","NGPG Cumming","172.19.24.6","172.19.24.0","Cumming/Coal MNT 172.19.24.0"
"207DISHP008","JASEWELL","HP Universal Printing PCL 5","NGPG MP1 SUITE 110","172.19.54.177","172.19.54.0","Rios Suite"
"112EMSHP502","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.152.39","10.71.152.0","Data Vlan VID-500"
"207DISHP007","JASEWELL","HP Universal Printing PCL 5","NGPG MP1 SUITE 110","172.19.54.176","172.19.54.0","Rios Suite"
"112EMSHP501","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.160.45","10.71.160.0","Data Vlan VID-500"
"207DISHP006","JASEWELL","HP Universal Printing PCL 5","NGPG MP1 SUITE 110","172.19.54.175","172.19.54.0","Rios Suite"
"112DRSHP002","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.184.241","10.71.184.0","Data Vlan VID-500"
"221NGPHP005","JASEWELL","HP Universal Printing PCL 5","NGPG OAKWOOD","172.19.18.179","172.19.18.0","Oakwood PCN"
"112DRSHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.184.25","10.71.184.0","Data Vlan VID-500"
"221NGPHP004","JASEWELL","HP Universal Printing PCL 5","NGPG OAKWOOD","172.19.18.177","172.19.18.0","Oakwood PCN"
"202NGPHP500","Nurse Station","HP Universal Printing PCL 5","NGPG DAW FAM MED","172.17.72.178","172.17.72.0","Dawsonville Data Network"
"112CSMKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.144.191","10.71.144.0","Data Vlan VID-500"
"MCN4G-ONS-E-P973","A Xerox 4150 WorkCentre - Prints, Faxes, Emails and Copies.","Xerox GPD PCL6 V3.9.520.6.0","N4G - At Main Nurse's station","172.23.140.155","172.23.140.0","NPT4-1 DATA"
"112BSSKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.153.217","10.71.152.0","Data Vlan VID-500"
"MCC3B-CARDIO-DR","Created by Dave","HP Universal Printing PCL 5","SPT C3B","172.25.48.154","172.25.48.0","SPT Data C3A/C3B-IDF"
"112BSSHP501","PREIOP","HP Universal Printing PCL 5","WINDER-BARROW","10.71.176.159","10.71.176.0","Data Vlan VID-500"
"BARI-XEROX","CREATED BY BOBBY WOODY 4-12-12","Xerox GPD PCL6 V3.9.520.6.0","LPC HYPERBARIC CHAMBER AREA","172.22.2.158","172.22.2.0","LP_SUBNET"
"112BSSHP003","","HP Universal Printing PCL 5","WINDER-BARROW","10.71.152.240","10.71.152.0","Data Vlan VID-500"
"MCS1E-ED-REG-P8F4","","Xerox GPD PCL6 V3.9.520.6.0","","172.25.22.162","172.25.22.0","SPT Data ED-Main-IDF"
"BCMB1-EDCMGR-A","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.39.7","172.26.38.0","MOB Braselton -- M1010"
"220NGPHP006","JASEWELL","HP Universal Printing PCL 5","NGPG HAMILTON MILL","172.19.66.105","172.19.66.0","Hamilton Mill Data Network"
"112BSSHP002","","HP Universal Printing PCL 5","WINDER-BARROW","10.71.152.112","10.71.152.0","Data Vlan VID-500"
"220NGPHP005","JASEWELL","HP Universal Printing PCL 5","NGPG HAMILTON MILL","172.19.66.104","172.19.66.0","Hamilton Mill Data Network"
"112BSSHP001","WINDER-BARROW","HP Universal Printing PCL 5","BARROW BSS","10.71.152.115","10.71.152.0","Data Vlan VID-500"
"404D1BXP001","","Xerox GPD PCL6 V3.9.520.6.0","","172.24.213.85","172.24.212.0","Oakwood Admin - IDF B Data"
"220NGPHP004","JASEWELL","HP Universal Printing PCL 5","NGPG HAMILTON MILL","172.19.66.103","172.19.66.0","Hamilton Mill Data Network"
"112BRWHP500","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Suite 310 Brandi's office","10.71.192.57","10.71.192.0","Data Vlan VID-500"
"NGPG-BCMB3-OB-SCHEDULER","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.43.90","172.26.42.0","MOB - M3010"
"112BPHKM001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.153.222","10.71.152.0","Data Vlan VID-500"
"NGPG-LWD-D","Created by Jess Kendrick 11/21/2014","HP Universal Printing PCL 5","NGPG Laurelwood","172.25.96.155","172.25.96.0","LaurelWood Data"
"112BPHHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","10.71.152.143","10.71.152.0","Data Vlan VID-500"
"SA-EMPLOYEE-WELLNESS","JASEWELL","Xerox GPD PCL6 V3.9.520.6.0","NGPG SURG ASSOC GAIN","172.25.100.161","172.25.100.0","NGPG Surgical Associates Data"
"LPLM1-HSP-C","CREATED BY BOBBY WOODY 2-29-2012","HP Universal Printing PCL 5","LIMESTONE HOSPICE LIBRARY","172.19.132.152","172.19.132.0","Hospice - Data"
"210IMCHP003","Created by GRLEWIS - PowerShell","HP Universal Printing PCL 5","","172.26.11.234","172.26.10.0","RP MOB 1st Floor Data Range"
"112BORHP004","","HP Universal Printing PCL 5","","10.71.152.214","10.71.152.0","Data Vlan VID-500"
"112BORHP003","","HP Universal Printing PCL 5","WINDER-BARROW OR","10.71.153.207","10.71.152.0","Data Vlan VID-500"
"112BORHP002","","HP Universal Printing PCL 5","WINDER-BARROW OR","10.71.153.206","10.71.152.0","Data Vlan VID-500"
"112BORHP001","","HP Universal Printing PCL 5","WINDER-BARROW OR","10.71.153.205","10.71.152.0","Data Vlan VID-500"
"ACCT-MAILROOM","CREATED BY BOBBY WOODY 3-8-12","HP Universal Printing PCL 5","1480 ACCOUNTING AREA","172.19.56.203","172.19.56.0","1480 New Holland-Data"
"112ADMXR001","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.71.144.74","10.71.144.0","Data Vlan VID-500"
"112ADMKM001","Created by GRLEWIS - PowerShell","Xerox AltaLink C8055 PCL6","","10.71.185.202","10.71.184.0","Data Vlan VID-500"
"NGPG-HEROB-GAIN-F","NGPG Heritage OB Gainesville         mwdetraz 6/18/13","HP Universal Printing PCL 5","NGPG Heritage OB Gainesville","172.22.60.155","172.22.60.0","Heritage Lanier Park - Data"
"111SPDHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.179.30","172.26.178.0","Braselton Hospital - Data - IDF 266 and 0059 (Ground/Loading Dock)"
"111PSTXR500","also known as BCMB1-PST-LAB-A
","Xerox GPD PCL6 V3.9.520.6.0","Braselton PST XEROX","172.26.189.16","172.26.188.0","Braselton Hospital - Data - IDF 1251 (VC-1)"
"NGPG-DAW-D","NGPG-Dawsonville HP 401dn","HP Universal Printing PCL 5","NGPG-Dawsonville","172.17.72.182","172.17.72.0","Dawsonville Data Network"
"111MFPXR500","Brselton IT Area
Grnd Floor","Xerox GPD PCL6 V3.9.520.6.0","Brselton IT Area","172.26.181.2","172.26.180.0","Braselton Hospital - Data - IDF 0105 (Ground AV Storage)"
"202HL1XR500","","Xerox GPD PCL6 V3.9.520.6.0","Dawsonville Healthlink Lab","172.17.72.161","172.17.72.0","Dawsonville Data Network"
"111MCRXR503","","Xerox GPD PCL6 V3.9.520.6.0","","172.26.189.30","172.26.188.0","Braselton Hospital - Data - IDF 1251 (VC-1)"
"OAKCP-QD1-C","CREATED BY BOBBY WOODY 12/20/14","Xerox GPD PCL6 V3.9.520.6.0","OAKWOOD CORP PLAZA","172.24.214.152","172.24.214.0","Oakwood Admin - IDF C Data"
"111LRPHP500","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.51.151","172.26.50.0","Braselton - LDRP Data MOB - M3206"
"234NGPHP503","NGPG-DAL-P83E","HP Universal Printing PCL 5","NGPG Dahlonega","172.17.55.161","172.17.55.0","Dahlonega PCN"
"111LABXR500","Braselton Lab
Grnd Floor","Xerox GPD PCL6 V3.9.520.6.0","Braselton Lab","172.26.179.2","172.26.178.0","Braselton Hospital - Data - IDF 266 and 0059 (Ground/Loading Dock)"
"255PEDHP013","","HP Universal Printing PCL 5","Demorest Pedi","10.64.64.176","10.64.64.0","Data Vlan VID-500"
"111LABHP005","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.179.26","172.26.178.0","Braselton Hospital - Data - IDF 266 and 0059 (Ground/Loading Dock)"
"215AAGHP501","A&A Limestone","HP Universal Printing PCL 5","Nurse Station","172.19.38.151","172.19.38.0","ALLERGY & ASTHMA Data (Lime Stone)"
"111LABHP002","Created by GRLEWIS - PS","HP Universal Printing PCL 5","Lab","172.26.179.87","172.26.178.0","Braselton Hospital - Data - IDF 266 and 0059 (Ground/Loading Dock)"
"MCNGG-SPD-E-P981","CREATED BY BOBBY WOODY 4-23-12","HP Universal Printing PCL 5","NGG SPD AREA","172.23.102.155","172.23.102.0","NPT-G2 Data Network"
"111ICUXR501","Created by GRLEWIS","Xerox GPD PCL6 V3.9.520.6.0","Braselton East - ICU","172.26.209.1","172.26.208.0","Braselton Hospital - Data - IDF 2205 (VC-2)"
"111EMSXR507","AKA:BCMB1-ED-PIT","Xerox GPD PCL6 V3.9.520.6.0","ER Waiting Room Braselton","172.26.191.162","172.26.190.0","Braselton Hospital - Data - IDF 1251 (VC-2)"
"207NGPXR501","Med Park 1 3rd Floor","Xerox GPD PCL6 V3.9.520.6.0","Med Park 1 3rd Floor","172.19.52.181","172.19.52.0","OIC 3rd Floor Data"
"111EMSXR503","Braselton ED
Nurse Station B","Xerox GPD PCL6 V3.9.520.6.0","Braselton ED","172.26.189.9","172.26.188.0","Braselton Hospital - Data - IDF 1251 (VC-1)"
"232ORTHP006","JASEWELL","HP Universal Printing PCL 5","NGPG DACULA","172.19.64.228","172.19.64.0","NGPG - Dacula Data"
"111EMSPC990","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.190.194","172.26.190.0","Braselton Hospital - Data - IDF 1251 (VC-2)"
"226NGPHP501","Exam Room Printer
","HP Universal Printing PCL 5","NGPG Clayton","10.64.16.150","10.64.16.0","Data Vlan VID-500"
"111CSMXR500","Braselton Case Manager 1st flr","Xerox GPD PCL6 V3.9.520.6.0","Braselton Case Manager 1st flr","172.26.185.2","172.26.184.0","Braselton Hospital - Data - IDF 1205 (VC-1)"
"NGPG-MP12-OB-Ex-I","","HP Universal Printing PCL 5","MP1 200 OB","172.19.72.108","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"BCMB1-PST-COOR-A","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","172.26.189.4","172.26.188.0","Braselton Hospital - Data - IDF 1251 (VC-1)"
"111CATHP001","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.40.166","172.26.40.0","MOB - M2010"
"111BPHHP500","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.178.171","172.26.178.0","Braselton Hospital - Data - IDF 266 and 0059 (Ground/Loading Dock)"
"111BORXR502","","Xerox GPD PCL6 V3.9.520.6.0","","172.26.201.110","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"NGPG-Clev-EX8","Exam Room Printer (Plain Paper)","HP Universal Printing PCL 5","","172.19.34.188","172.19.34.0","Cleveland NGPG Data"
"223URGHP505","Urgent Care Buford
X-Ray Work Station","HP Universal Printing PCL 5","Urgent Care Buford","172.19.16.157","172.19.16.0","UrgentCare Buford - Friendship Road"
"111BORXR500","OR Desk Braselton","Xerox GPD PCL6 V3.9.520.6.0","OR Desk Braselton","172.26.205.5","172.26.204.0","Braselton Hospital - Data - IDF 2543"
"223URGHP503","Urgent Care Buford
Manager Office","HP Universal Printing PCL 5","Urgent Care Buford","172.19.16.152","172.19.16.0","UrgentCare Buford - Friendship Road"
"111BORHP502","JASCOGGI 8/14/17","HP Universal Printing PCL 5","Braselton Endo Room 2","172.26.201.144","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"1480-PAYROLL-DIRECTOR-P832","CREATED BY BOBBY WOODY ON 3-18-12","HP Universal Printing PCL 5","1480 PAYROLL DIRECTOR OFFICE","172.19.56.210","172.19.56.0","1480 New Holland-Data"
"111BORHP501","JASCOGGI 8/14/17","HP Universal Printing PCL 5","Braselton Endo Room 1","172.26.201.148","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"111BORHP053","","HP Universal Printing PCL 5","Braselton PACU","172.26.201.94","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"111BORHP008","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.201.123","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"111BORHP006","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.205.24","172.26.204.0","Braselton Hospital - Data - IDF 2543"
"NGPG-UC-BUFORD-XRAY","mwdetraz  5/4/2012","HP Universal Printing PCL 5","NGPG Urgent Care Buford ","172.19.16.157","172.19.16.0","UrgentCare Buford - Friendship Road"
"111BORHP005","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.205.26","172.26.204.0","Braselton Hospital - Data - IDF 2543"
"111BORHP004","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.205.29","172.26.204.0","Braselton Hospital - Data - IDF 2543"
"111BORHP002","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.203.189","172.26.202.0","Braselton Hospital - Data - IDF 2233 (VC-2)"
"111BORHP001","JASCOGGI 8/14/17","HP Universal Printing PCL 5","Braselton Endo Main (BCA)","172.26.201.96","172.26.200.0","Braselton Hospital - Data - IDF 2233 (VC-1)"
"111B3WXR504","Unit Secretary Station","Xerox GPD PCL6 V3.9.520.6.0","3 Floor Knuckle","10.80.161.175","10.80.160.0","Data Vlan VID-500 "
"111B3WXR503","Added by GRLEWIS _ PS","Xerox GPD PCL6 V3.9.520.6.0","","10.80.161.174","10.80.160.0","Data Vlan VID-500 "
"207IMGXR509","Created by GRLEWIS - PS","Xerox AltaLink C8055 PCL6","Gaineville Imaging Center","172.19.48.166","172.19.48.0","OIC 1st Floor Data"
"111B3WXR501","","Xerox GPD PCL6 V3.9.520.6.0","Braselton 3 West RN Station 2","10.80.153.172","10.80.152.0","Data Vlan VID-500"
"111B3WXR500","","Xerox GPD PCL6 V3.9.520.6.0","Braselton 3 West RN Station","10.80.161.172","10.80.160.0","Data Vlan VID-500 "
"111B3WHP003","","HP Universal Printing PCL 5","Braselton 3 West Nurse Station","10.80.153.173","10.80.152.0","Data Vlan VID-500"
"NGPG-AA-RP-D","NGPG Lakeside OB Riverplace                                    mwdetraz 2/21/2013","Xerox GPD PCL6 V3.9.520.6.0","NGPG Lakeside OB Riverplace","172.26.14.153","172.26.14.0","RP MOB Asthma and Allergy"
"253FAMLX500","Lexmark E260dn    10.64.184.203","Lexmark Universal v2","Lavonia Clinic FP Nurse","10.64.184.203","10.64.184.0","Data Vlan VID-500"
"238NGPDL500","NGPG Chestnut Mtn","HP Universal Printing PCL 5","NGPG Chestnut Mtn","172.19.19.153","172.19.19.0","ChestnutMtn-Data"
"111B2WXR502","","Xerox Global Print Driver PCL6","","172.26.197.2_1","172.26.196.0","Braselton Hospital - Data - IDF 2205 (VC-1)"
"111B1EXR501","","Xerox GPD PCL6 V3.9.520.6.0","Braselton - 1 East","172.26.185.6_1","172.26.184.0","Braselton Hospital - Data - IDF 1205 (VC-1)"
"110TRNXR001","EFW Training room","Xerox GPD PCL6 V3.9.520.6.0","EFW Training room","172.25.99.115","172.25.98.0","G'ville Employee Pharmacy/EFW (Essentially for Women) Data Network"
"NGPG-CLEV-H","NGPG CLEVELAND OB DR OFFICE","HP Universal Printing PCL 5","NGPG CLEVELAND ","172.19.34.159","172.19.34.0","Cleveland NGPG Data"
"207UROHP019","Created by GRLEWIS - PS","HP Universal Printing PCL 5","MP1 200 LAB","172.19.72.182","172.19.72.0","OIC 2nd floor Medical Park 1 - OB/GYN - Data"
"110LTCXR501","Employee Pharmacy Long Term Care
Gainesville","Xerox GPD PCL6 V3.9.520.6.0","Employee Pharmacy Long Term Care","172.25.98.150","172.25.98.0","G'ville Employee Pharmacy/EFW (Essentially for Women) Data Network"
"MCSGE-XEROX-A","CREATED BY BOBBY WOODY 3/6/15","Xerox GPD PCL6 V3.9.520.6.0","SGE XEROX AREA","172.20.4.154","172.20.4.0","SPT Ground - Caf IDF"
"110EPHXR500","Located on lower shelves behind Pharmacists' station.","Xerox GPD PCL6 V3.6.433.6.0.0","Employee Pharmacy","172.25.98.8","172.25.98.0","G'ville Employee Pharmacy/EFW (Essentially for Women) Data Network"
"BCMB0-SPD-C","Added by GRLEWIS _ PS","HP Universal Printing PCL 5","","172.26.179.14","172.26.178.0","Braselton Hospital - Data - IDF 266 and 0059 (Ground/Loading Dock)"
"238NGPHP004","jasewell 1/31/17","HP Universal Printing PCL 5","NGPG Chestnut Mountain","172.19.19.173","172.19.19.0","ChestnutMtn-Data"
"219NGPHP500","NGPG-LAKE-DAW-B","HP Universal Printing PCL 5","Dawsonville OB","172.17.74.152","172.17.74.0","NGPG-Dawsonville-DrFrench-Data"
"110EPHXR002","TRAINING PRINTER","Xerox GPD PCL6 V3.9.520.6.0","EFW TRAINING","172.25.99.103","172.25.98.0","G'ville Employee Pharmacy/EFW (Essentially for Women) Data Network"
